query_id|device_classification_name|approval_number|device_name|applicant_name|applicant_contact|correspondent_name|regulation_number|classification_product_code|month_received|day_received|year_received|month_day|day_month|decision_year|decision|regulation_medical_specialty|review_panel|summary_link |type|reviewed_by_third_party|combination_product|0
K213140|system, image processing, radiological|k213140|claritas ipet|devika  dutt|devika  dutt|devika  dutt|892.205|llz|9|27|2021|12|22|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213140.pdf|traditional|no|no|187
K201745|system, x-ray, tomography, computed|k201745|deep learning image reconstruction for gemstone spectral imaging|katelyn  rowley|katelyn  rowley|katelyn  rowley|892.175|jak|6|26|2020|12|10|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201745.pdf|traditional|no|no|188
K223490|system, image processing, radiological|k223490|flightplan for embolization|ning  wen|ning  wen|ning  wen|892.205|llz|11|21|2022|3|21|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223490.pdf|traditional|no|no|189
K193097|system, nuclear magnetic resonance imaging|k193097|vantage orian 1.5t, mrt-1550, v6.0 with aice reconstruction processing unit for mr|paul  biggins|paul  biggins|janine f. reyes|892.1|lnh|11|7|2019|7|14|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193097.pdf|traditional|no|no|190
K220437|system, image processing, radiological|k220437|neurophet aqua|boreum  yoo|boreum  yoo|priscilla  chung|892.205|llz|2|16|2022|5|10|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220437.pdf|traditional|no|no|191
K200232|automated radiological image processing software|k200232|lvivo software application|michal  yaacobi|michal  yaacobi|george  hattub|892.205|qih|1|30|2020|6|23|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200232.pdf|traditional|no|no|192
K192854|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k192854|mammoscreen|mammoscreen|quentin  de snoeck|quentin  de snoeck|892.209|qdq|10|4|2019|3|25|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192854.pdf|traditional|no|no|193
K200980|system, imaging, pulsed echo, ultrasonic|k200980|auto 3d bladder volume tool|brian  sawin|brian  sawin|brian  sawin|892.156|iyo|4|14|2020|6|11|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200980.pdf|traditional|no|no|194
K230096|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k230096|genius ai detection 2.0 with cc-mlo correlation|genius ai detection 2.0 with cc-mlo correlation|deborah  thomas|deborah  thomas|892.209|qdq|1|13|2023|5|23|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230096.pdf|traditional|no|no|195
K214004|needle, hypodermic, single lumen|k214004|ccbio ascpo needle|edgar  yeh|edgar  yeh|judy  cheng|880.557|fmi|12|21|2021|12|13|2022|substantially equivalent     (sese)|general hospital|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k214004.pdf|traditional|no|no|196
K190072|radiological computer-assisted triage and notification software|k190072|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|1|15|2019|4|15|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k190072.pdf|traditional|no|no|197
K193283|automated radiological image processing software|k193283|ai-rad companion prostate mr|lauren  bentley|lauren  bentley|lauren  bentley|892.205|qih|11|27|2019|7|30|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193283.pdf|traditional|no|no|198
K222728|system, planning, radiation therapy treatment|k222728|radiation planning assistant (rpa)|stella  tsai|stella  tsai|stella  tsai|892.505|muj|9|8|2022|5|17|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222728.pdf|traditional|no|no|199
K211257|system, image processing, radiological|k211257|efai pacs picture archiving and communication system|chen  ming-fong|chen  ming-fong|chen  ming-fong|892.205|llz|4|26|2021|9|10|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211257.pdf|traditional|no|no|200
K171720|automatic event detection software for full-montage electroencephalograph|k171720|encevis|tilmann  kluge|tilmann  kluge|arne  briest|882.14|omb|6|12|2017|4|19|2018|substantially equivalent     (sese)|neurology|neurology|https:/www.accessdata.fda.gov/cdrh_docs/pdf17/k171720.pdf|traditional|no|no|201
K193306|system, image processing, radiological|k193306|proview|hong  cui|hong  cui|hong  cui|892.205|llz|11|29|2019|11|17|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193306.pdf|traditional|no|no|202
K191729|respiratory virus panel nucleic acid assay system|k191729|cobas influenza a|b nucleic acid test for use on the cobas liat system|kaitlyn  hameister|kaitlyn  hameister|866.398|occ|6|27|2019|7|24|2019|substantially equivalent     (sese)|microbiology|microbiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191729.pdf|special|no|no|203
K230039|automated radiological image processing software|k230039|uomnispace|gao  xin|gao  xin|gao  xin|892.205|qih|1|6|2023|7|20|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230039.pdf|traditional|no|no|204
K190387|system, planning, radiation therapy treatment|k190387|raystation|david  hedfors|david  hedfors|david  hedfors|892.505|muj|2|19|2019|6|19|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k190387.pdf|traditional|no|no|205
K214043|radiological computer-assisted prioritization software for lesions|k214043|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qfm|12|23|2021|3|14|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k214043.pdf|traditional|no|no|206
K213706|automated radiological image processing software|k213706|ai-rad companion brain mr|kira  kuzmenchuk|kira  kuzmenchuk|kira  kuzmenchuk|892.205|qih|11|24|2021|4|15|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213706.pdf|traditional|no|no|207
K192969|automated radiological image processing software|k192969|ezra plexo software|david  girard|david  girard|david  girard|892.205|qih|10|23|2019|7|10|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192969.pdf|traditional|no|no|208
K203060|unit, phacofragmentation|k203060|veritas phacoemulsification console, veritas advanced fluidics pack and advanced infusion pack, veritas swivel handpiece, veritas advanced foot pedal, veritas remote control|amanda  houston|amanda  houston|amanda  houston|886.467|hqc|10|8|2020|3|12|2021|substantially equivalent     (sese)|ophthalmic|ophthalmic|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203060.pdf|traditional|no|no|209
K200839|culture plate imaging system for qualitative assessment of resistant organisms|k200839|apas independence with ic chromogenic mrsa bd analysis module; apas independence with ic chromogenic mrsa tfs|s analysis module|julie  winson|julie  winson|866.219|qqy|3|31|2020|10|28|2021|substantially equivalent     (sese)|microbiology|microbiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200839.pdf|traditional|no|no|210
K193271|radiological computer-assisted prioritization software for lesions|k193271|uai easytriage-rib|zhao  xiaojing|zhao  xiaojing|zhao  xiaojing|892.208|qfm|11|26|2019|1|15|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193271.pdf|traditional|no|no|211
K210645|system, planning, radiation therapy treatment|k210645|raystation 10.1|david  hedfors|david  hedfors|david  hedfors|892.505|muj|3|3|2021|6|29|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210645.pdf|traditional|no|no|212
K230023|radiological image processing software for radiation therapy|k230023|art-plan|catherine  martineau-huynh|catherine  martineau-huynh|catherine  martineau-huynh|892.205|qkb|1|4|2023|4|19|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230023.pdf|special|no|no|213
K200595|device, automated cell-locating|k200595|cellavision dc-1, cellavision dc-1 ppa|magnus  johnsson|magnus  johnsson|jinjie  hu|864.526|joy|3|6|2020|10|16|2020|substantially equivalent     (sese)|hematology|hematology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200595.pdf|traditional|no|no|214
K223343|system, nuclear magnetic resonance imaging|k223343|magnetom amira; magnetom sempra|alina  goodman|alina  goodman|alina  goodman|892.1|lnh|11|1|2022|3|28|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223343.pdf|traditional|no|no|215
K192832|system, x-ray, tomography, computed|k192832|aquilion prime sp (tsx-303b8) v10.2 with aice-i|paul  biggins|paul  biggins|orlando  tadeo|892.175|jak|10|2|2019|2|21|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192832.pdf|traditional|no|no|216
K221762|automated radiological image processing software|k221762|bonemri v1.4|marijn van stralen|marijn van stralen|sujith  shetty|892.205|qih|6|17|2022|11|16|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221762.pdf|traditional|no|no|217
K230045|automated radiological image processing software|k230045|hipcheck|lucas  dun|lucas  dun|lucas  dan|892.205|qih|1|6|2023|9|29|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230045.pdf|traditional|no|no|218
K211060|gown, surgical|k211060|disposable surgical gown rk-3011c|liu  yang|liu  yang|bryan  wong|878.404|fya|4|9|2021|10|28|2022|substantially equivalent     (sese)|general & plastic surgery|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211060.pdf|traditional|no|no|219
K200695|ventilatory effort recorder|k200695|matrx plus|sabina  bruehlmann|sabina  bruehlmann|sabina  bruehlmann|868.2375|mnr|3|17|2020|8|24|2020|substantially equivalent     (sese)|anesthesiology|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200695.pdf|traditional|no|no|220
K223028|system, x-ray, tomography, computed|k223028|uct atlas astound with uws-ct-dual energy analysis|xin  gao|xin  gao|xin  gao|892.175|jak|9|29|2022|2|16|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223028.pdf|traditional|no|no|221
K230685|radiological image processing software for radiation therapy|k230685|autocontour model radac v3|kurt  sysock|kurt  sysock|kurt  sysock|892.205|qkb|3|13|2023|4|14|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230685.pdf|special|no|no|222
K222070|interventional fluoroscopic x-ray system|k222070|endonaut|audrey  gallois|audrey  gallois|cemil  goksu|892.165|owb|7|14|2022|10|25|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222070.pdf|traditional|no|no|223
K190738|shoulder prosthesis, reverse configuration|k190738|myshoulder placement guides|stefano  baj|stefano  baj|chris  lussier|888.366|phx|3|22|2019|12|13|2019|substantially equivalent     (sese)|orthopedic|orthopedic|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k190738.pdf|traditional|no|no|224
K221553|light based over-the-counter hair removal|k221553|diamond air+ (ui04a, ui04b, ui04c)|lin  xiaoming|lin  xiaoming|sun  cindy|878.481|oht|5|31|2022|9|15|2022|substantially equivalent     (sese)|general & plastic surgery|general & plastic surgery|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221553.pdf|special|no|no|225
K212230|system, image processing, radiological|k212230|truspect  radiological image processing station|igor  naroditsky|igor  naroditsky|igor  naroditsky|892.205|llz|7|16|2021|8|16|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212230.pdf|special|no|no|226
K200905|radiological computer-assisted prioritization software for lesions|k200905|healthmammo|flair  bar|flair  bar|flair  bar|892.208|qfm|4|6|2020|7|16|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200905.pdf|traditional|no|no|227
K213776|liver iron concentration imaging companion diagnostic for deferasirox|k213776|liversmart|mitchell  wells|mitchell  wells|mitchell  wells|892.1001|pcs|12|2|2021|12|29|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213776.pdf|special|no|no|228
K213037|diabetic retinopathy detection device|k213037|idx-dr v2.3|ashley  miller|ashley  miller|kelliann  payne|886.11|pib|9|21|2021|6|17|2022|substantially equivalent     (sese)|ophthalmic|ophthalmic|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213037.pdf|traditional|no|no|229
K191616|x-ray, tomography, computed, dental|k191616|orthophos s|karl  nittinger|karl  nittinger|karl  nittinger|892.175|oas|6|18|2019|7|16|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191616.pdf|traditional|no|no|230
K230208|system, nuclear magnetic resonance imaging|k230208|swoop® portable mr imaging system™|christine  kupchick|christine  kupchick|christine  kupchick|892.1|lnh|1|25|2023|2|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230208.pdf|special|no|no|231
K211379|system, planning, radiation therapy treatment|k211379|syngo.via rt image suite|clayton  ginn|clayton  ginn|clayton  ginn|892.505|muj|5|4|2021|7|30|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211379.pdf|traditional|no|no|232
K182384|enzymatic method, creatinine|k182384|acr  lab urine analysis test system|ron  zohar|ron  zohar|ron  zohar|862.1225|jfy|8|31|2018|7|26|2019|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182384.pdf|traditional|no|no|233
K223608|electrode measurement, blood-gases (pco2, po2) and blood ph|k223608|gem premier 7000 with iqm3|gabriella  erdosy|gabriella  erdosy|gabriella  erdosy|862.112|chl|12|2|2022|8|10|2023|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223608.pdf|traditional|no|no|234
K210234|respiratory virus panel nucleic acid assay system|k210234|cobas influenza a|b & rsv nucleic acid test for use on the cobas liat system|kaitlyn  hameister|kaitlyn  hameister|866.398|occ|1|28|2021|2|16|2021|substantially equivalent     (sese)|microbiology|microbiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210234.pdf|special|no|no|235
K221330|radiological computer-assisted triage and notification software|k221330|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|5|6|2022|11|18|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221330.pdf|traditional|no|no|236
K211964|system, tomography, computed, emission|k211964|subtlepet|ajit  shankaranarayanan|ajit  shankaranarayanan|jared  seehafer|892.12|kps|6|24|2021|9|28|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211964.pdf|traditional|no|no|237
K182177|radiological computer-assisted triage and notification software|k182177|accipiolx|joshua  schulman|joshua  schulman|joshua  schulman|892.208|qas|8|10|2018|10|26|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182177.pdf|traditional|no|no|238
K222476|system, image processing, radiological|k222476|omegaai image viewer|deeksha  shukla|deeksha  shukla|deeksha  shukla|892.205|llz|8|16|2022|11|17|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222476.pdf|traditional|no|no|239
K221106|system, image processing, radiological|k221106|quantib prostate|arnault  massink|arnault  massink|arnault  massink|892.205|llz|4|15|2022|5|13|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221106.pdf|special|no|no|240
K200603|system, image processing, radiological|k200603|aaa model|hebe  sun|hebe  sun|hebe  sun|892.205|llz|3|9|2020|9|20|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200603.pdf|traditional|no|no|241
K220332|system, nuclear magnetic resonance imaging|k220332|umr omega with uws-mr-mrs|xin  gao|xin  gao|xin  gao|892.1|lnh|2|4|2022|10|27|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220332.pdf|traditional|no|no|242
K201836|system, x-ray, tomography, computed|k201836|aquilion lightning (tsx-036a|7) v10.2 with aice-i|paul  biggins|paul  biggins|892.175|jak|7|2|2020|1|12|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201836.pdf|traditional|no|no|243
K210237|radiological computer-assisted triage and notification software|k210237|cina chest|stephane  berger|stephane  berger|john j. smith|892.208|qas|1|28|2021|5|19|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210237.pdf|traditional|no|no|244
K212074|system, image processing, radiological|k212074|clarict.ai|hyun-sook  park|hyun-sook  park|harry  park|892.205|llz|7|2|2021|7|27|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212074.pdf|special|no|no|245
K221599|system, imaging, pulsed doppler, ultrasonic|k221599|hs40 diagnostic ultrasound system|jee young  ju|jee young  ju|jee young  ju|892.155|iyn|6|2|2022|8|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221599.pdf|traditional|no|no|246
K223073|transmitters and receivers, physiological signal, radiofrequency|k223073|alio|kimberly  snyder|kimberly  snyder|kevin  go|870.291|drg|9|30|2022|3|17|2023|substantially equivalent     (sese)|cardiovascular|gastroenterology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223073.pdf|traditional|no|no|247
K213721|radiological computer-assisted triage and notification software|k213721|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|11|24|2021|3|21|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213721.pdf|traditional|no|no|248
K223042|radiological computer-assisted triage and notification software|k223042|viz lvo contact|gregory  ramina|gregory  ramina|gregory  ramina|892.208|qas|9|29|2022|10|21|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223042.pdf|special|no|no|249
K192004|monitor, physiological, patient (without arrhythmia detection or alarms)|k192004|eko analysis software|connor  landgraf|connor  landgraf|yarmela  pavlovic|870.23|mwi|7|26|2019|1|15|2020|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192004.pdf|traditional|no|no|250
K180432|computer, diagnostic, programmable|k180432|ai-ecg platform|chang  liu|chang  liu|arthur  goddard|870.1425|dqk|2|20|2018|11|19|2018|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k180432.pdf|traditional|no|no|251
K220928|analyzer, medical image|k220928|overjet calculus assist|adam  odeh|adam  odeh|adam  odeh|892.207|myn|3|31|2022|12|16|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220928.pdf|traditional|no|no|252
K220848|system, imaging, pulsed doppler, ultrasonic|k220848|venue fit|lee  bush|lee  bush|lee  bush|892.155|iyn|3|23|2022|6|27|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220848.pdf|traditional|no|no|253
K210001|system, tomography, computed, emission|k210001|hyper air|xin  gao|xin  gao|xin  gao|892.12|kps|1|4|2021|4|30|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210001.pdf|traditional|no|no|254
K223106|automated radiological image processing software|k223106|brainlab elements image fusion, contouring (4.5);image fusion  (4.5);fibertracking (2.0);bold mri mapping  (1.0);image fusion angio  (1.0)|marc  bergenthal|marc  bergenthal|marc  bergenthal|892.205|qih|9|30|2022|7|14|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223106.pdf|traditional|no|no|255
K213944|system, x-ray, tomography, computed|k213944|healthost|shlomit  cymbalista|shlomit  cymbalista|neta  sherman|892.175|jak|12|17|2021|4|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213944.pdf|traditional|no|no|256
K183202|system, x-ray, tomography, computed|k183202|deep learning image reconstruction|lee  bush|lee  bush|lee  bush|892.175|jak|11|19|2018|4|12|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k183202.pdf|traditional|no|no|257
K220956|automated radiological image processing software|k220956|libby echo:prio|ronny  shalev|ronny  shalev|yervant  chijian|892.205|qih|4|1|2022|7|20|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220956.pdf|traditional|no|no|258
K223639|radiological image processing software for ablation therapy planning and evaluation|k223639|visable.io|dalia  dickman, phd|dalia  dickman, phd|janice  hogan|892.205|qtz|12|5|2022|8|28|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223639.pdf|traditional|no|no|259
K221456|radiological computer-assisted triage and notification software|k221456|rapid ich|james  rosa|james  rosa|james  rosa|892.208|qas|5|19|2022|9|12|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221456.pdf|traditional|no|no|260
K231149|automated radiological image processing software|k231149|qxr-ctr|srinidhi  ragunathan|srinidhi  ragunathan|srinidhi  ragunathan|892.205|qih|4|21|2023|9|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231149.pdf|traditional|no|no|261
K190896|radiological computer-assisted triage and notification software|k190896|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|4|5|2019|5|31|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k190896.pdf|traditional|no|no|262
K202990|system, image processing, radiological|k202990|ninesmeasure|russell  stewart|russell  stewart|john j. smith|892.205|llz|9|30|2020|2|25|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202990.pdf|traditional|no|no|263
K220766|stethoscope, electronic|k220766|emurmur heart ai|andreas  reinisch|andreas  reinisch|allison  komiyama|870.1875|dqd|3|16|2022|5|31|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220766.pdf|special|no|no|264
K201992|image acquisition and optimization guided by artificial intelligence|k201992|caption guidance|sam  surette|sam  surette|sam  surette|892.21|qju|7|17|2020|9|18|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201992.pdf|traditional|no|no|265
K211179|radiological computer-assisted triage and notification software|k211179|inferread ct stroke.ai|xiaoyan  fan|xiaoyan  fan|matt  deng|892.208|qas|4|20|2021|8|12|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211179.pdf|traditional|no|no|266
K210822|computer, diagnostic, programmable|k210822|deeprhythmai|marek  dziubinski|marek  dziubinski|agnieszka  romowicz|870.1425|dqk|3|19|2021|7|27|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210822.pdf|traditional|no|no|267
K213665|system, image processing, radiological|k213665|syngo carbon space va20a|vijay  ramadas|vijay  ramadas|vijay  ramadas|892.205|llz|11|22|2021|6|21|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213665.pdf|traditional|no|no|268
K223724|system, planning, radiation therapy treatment|k223724|mozi tps|chao  fang|chao  fang|chao  fang|892.505|muj|12|13|2022|7|10|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223724.pdf|traditional|no|no|269
K211828|system, x-ray, tomography, computed|k211828|aquilion exceed lb|paul  biggins|paul  biggins|orlando  tadeo, jr.|892.175|jak|6|14|2021|9|10|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211828.pdf|traditional|no|no|270
K200356|automated radiological image processing software|k200356|medo aria|dornoosh  zonoobi|dornoosh  zonoobi|dornoosh  zonoobi|892.205|qih|2|13|2020|6|11|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200356.pdf|traditional|no|no|271
K230365|system, imaging, pulsed doppler, ultrasonic|k230365|sonio detect|florian  akpakpa|florian  akpakpa|florian  akpakpa|892.155|iyn|2|10|2023|7|25|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230365.pdf|traditional|no|no|272
K192437|automated radiological image processing software|k192437|arterys mica|sharon  cholowsky|sharon  cholowsky|sharon  cholowsky|892.205|qih|9|6|2019|3|25|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192437.pdf|traditional|no|no|273
K222329|radiological computer-assisted triage and notification software|k222329|briefcase|amalia  schreie|amalia  schreie|john j smith|892.208|qas|8|2|2022|9|28|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222329.pdf|traditional|no|no|274
K182218|liver iron concentration imaging companion diagnostic for deferasirox|k182218|ferrismart analysis system|celine  royet|celine  royet|celine  royet|892.1001|pcs|8|15|2018|11|30|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182218.pdf|traditional|no|no|275
K211655|system, image processing, radiological|k211655|apromise|aseem  anand|aseem  anand|donna-bea  tillman|892.205|llz|5|28|2021|7|27|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211655.pdf|traditional|no|no|276
K212758|system, image processing, radiological|k212758|autoplaque|damini  dey|damini  dey|philip j.h. won|892.205|llz|8|31|2021|5|19|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212758.pdf|traditional|no|no|277
K180902|analyzer, gas, carbon-dioxide, gaseous-phase|k180902|medipines gas exchange monitor (gem), accessory mouthpiece disposable assembly|steve  lee|steve  lee|timothy  marcum|868.14|cck|4|6|2018|1|11|2019|substantially equivalent     (sese)|anesthesiology|anesthesiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k180902.pdf|traditional|no|no|278
K201298|computer, diagnostic, programmable|k201298|vx1|théophile mohr durdez|théophile mohr durdez|janice  hogan|870.1425|dqk|5|15|2020|9|16|2020|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201298.pdf|traditional|no|no|279
