,query_id,device,generic_name,applicant,pma_number,date_received,decision_date,product_code,docket_number,notice_date,advisory_committee,expedited_review_granted,combination_product,approval_order,summary,labeling,supplements,recalls
409,P060028,mentor memoryshape breast implants,"prosthesis, breast, noninflatable, internal, silicone gel-filled","mentor worldwide llc33 technology driveirvine, ca 92618",p060028,10/02/2006,06/14/2013,ftr,13m-0738,06/19/2013,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf6/p060028b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s018 s019 s020 s021 s022 s023 s024 s025 s027 s029 s032 s033 s034 s036 s038 s039 s040 s041 s042 s043 s044 s048 s049,
410,P970029,tmr holmium laser system,"system, laser, transmyocardial revascularization","cryolife, inc.1655 roberts blvd., n.w.kennesaw, ga 30144",p970029,07/02/1997,02/11/1999,mno,99m-2238,07/19/1999,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p970029b.pdf,labeling,s001 s003 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s017 s018 s019 s020 s021 s022 s024 s025 s026 s027 s028 s029 s030 s032 s033 s034 s035 s036 s037 s038 s039 s040,
411,P960043,prostar 9 fr. percutaneous vascular surgical (pvs) system,"device, hemostasis, vascular","abbott vascular inc.400 saginaw driveredwood city, ca 94063",p960043,11/26/1996,04/30/1997,mgb,97m-0274,07/08/1997,cardiovascular,yes,no,,,,s001 s002 s003 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120,
412,P000039,the amplatzer(r) septal occluder (aso) and the amplatzer exchange system,transcatheter septal occluder,"abbott medical177 county road b eastst. paul, mn 55117",p000039,09/01/2000,12/05/2001,mlv,02m-0271,06/27/2002,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000039b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s010 s011 s012 s013 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s035 s036 s037 s038 s039 s041 s042 s043 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077,cdrh recalls
413,P190004,therascreen pik3ca rgq pcr kit,somatic gene mutation detection system,qiagen gmbhqiagen strasse 1hilden 40724,p190004,02/15/2019,05/24/2019,owd,19m-2561,05/28/2019,,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf19/p190004b.pdf,labeling,,cdrh recalls
414,P150015,cobas hcv test,"assay, hybridization and/or nucleic acid amplification for detection of hepatitis c rna,hepatitis c virus","roche molecular systems, inc.4300 hacienda drivepleasanton, ca 94588-2722",p150015,04/27/2015,10/14/2015,mzp,15m-4018,11/03/2015,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150015b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043,
415,P990081,pathway anti-hcr-2/ncu (4b5) rabbit monoclonal primary antibody,"system, test, her-2/neu, ihc","ventana medical systems, inc.1910 e. innovation park dr.tucson, az 85755",p990081,12/13/1999,11/28/2000,mvc,00m-1661,12/12/2000,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p990081b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s050 s051,cdrh recalls
416,P980052,tmj concepts patient-fitted tmj reconstruction prosthesis,"joint, temporomandibular, implant","tmj concepts2233 knoll driveventura, ca 93003",p980052,01/06/1999,07/02/1999,lzd,99m-2551,08/02/1999,dental,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p980052b.pdf,labeling,s001 s002 s004 s005 s007 s008 s009 s011 s012,cdrh recalls
417,P200026,abre venous self-expanding stent system,"stent, iliac vein","medtronic vascular, inc.3033 campus driveplymouth, mn 55441",p200026,04/27/2020,10/21/2020,qan,20m-2118,10/23/2020,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200026b.pdf,labeling,s001 s002 s003 s004 s005 s006,cdrh recalls
418,P150036,edwards intuity elite valve system,"heart-valve, non-allograft tissue","edwards lifesciences, llc.one edwards wayirvine, ca 92614",p150036,10/13/2015,08/12/2016,lwr,16m-2485,08/15/2016,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150036b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s067 s068 s069 s070,
419,P910001,spectranectics cvx-300 excimer laser system,"device, angioplasty, laser, coronary","spectranetics corp.9965 federal drivecolorado springs, co 80921",p910001,02/08/1991,02/19/1993,lpc,93m-0086,03/24/1993,cardiovascular,no,no,,,,s001 s002 s005 s006 s007 s008 s009 s010 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s023 s024 s025 s026 s027 s028 s031 s032 s033 s034 s037 s038 s040 s041 s042 s043 s044 s045 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120,cdrh recalls
420,P050006,gore helex  septal occluder,transcatheter septal occluder,"w.l. gore & associates,inc32360 n north valley parkwayphoenix, az 85085-1505",p050006,03/01/2005,08/11/2006,mlv,06m-0341,08/25/2006,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050006b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s058 s059 s060 s061 s062 s063 s064 s065 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s104 s105 s106,
421,P110042,subcutaneous implantable defibrillator (s-icd) system,implantable cardioverter defibrillator (non-crt),"boston scientific corporation4100 hamline avenue northst. paul, mn 55112-5798",p110042,12/23/2011,09/28/2012,lws nvy,12m-1048,11/01/2012,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110042b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033 s034 s035 s037 s038 s039 s040 s041 s042 s043 s045 s049 s050 s051 s052 s053 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s141 s142 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s163 s164 s165 s166 s167 s168 s169 s170 s171 s172 s173 s174 s175 s176 s177 s178 s179 s180 s181 s182 s183 s184 s185 s186 s187 s188 s190,cdrh recalls
422,P100010,arctic front cryocatheter system,"catheter, percutaneous, cardiac ablation, for treatment of atrial fibrillation","medtronic cryocath lp8200 coral sea streetms mvs46mounds view, mn 55112",p100010,03/12/2010,12/17/2010,oae,11m-0041,02/01/2011,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100010b.pdf,labeling,s001 s002 s003 s004 s005 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s050 s051 s052 s053 s054 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s126 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s140 s142,cdrh recalls
423,P960022,soflens66(tm),"lenses, soft contact, extended wear","bausch & lomb, inc.1400 north goodman st.rochester, ny 14609-3547",p960022,06/28/1996,12/16/1996,lpm,97m-0183,05/22/1997,ophthalmic,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012,
424,P830026,cosmos(tm) system,"implantable pulse generator, pacemaker (non-crt)","boston scientific4100 hamline avenue northst. paul, mn 55112",p830026,06/06/1983,03/23/1984,lwp,84m-0130,04/25/1984,cardiovascular,no,no,,,,s001 s002 s003 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s069 s070 s071 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083,
425,P180008,t:slim x2 insulin pump with basal-iq technology,"automated insulin dosing , threshold suspend","tandem diabetes care, inc.11075 roselle streetsan diego, ca 92121",p180008,02/26/2018,06/21/2018,pqf ozo,18m-2462,07/25/2018,clinical chemistry,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf18/p180008b.pdf,labeling,s001 s002 s003 s005 s006 s007,
426,P020045,7f freezor cardiac cryoablation catheter and cct.2 cryoconsole system,cardiac ablation percutaneous catheter,"medtronic cryocath lp8200 coral sea streetmounds view, mn 55112",p020045,10/23/2002,04/17/2003,lpb,05m-0475,11/28/2005,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf2/p020045b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s014 s015 s016 s017 s019 s021 s022 s025 s026 s027 s028 s029 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104,cdrh recalls
427,P960040,"ventak av aicd ventak prizm dr/vr, vitality, cofient, and teligen automatic implantable cardioveter defibrillator system",implantable cardioverter defibrillator (non-crt),"boston scientific4100 hamline avenue northst. paul, mn 55112",p960040,08/20/1996,07/18/1997,lws,98m-0038,01/27/1998,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s013 s014 s015 s016 s017 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s058 s059 s061 s062 s063 s064 s066 s067 s069 s070 s072 s073 s074 s075 s076 s077 s078 s079 s080 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s094 s096 s097 s098 s099 s100 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s125 s126 s127 s128 s129 s130 s135 s136 s137 s138 s139 s140 s141 s142 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s163 s164 s165 s166 s167 s168 s169 s170 s171 s172 s173 s174 s175 s176 s177 s178 s179 s182 s183 s184 s185 s186 s187 s189 s190 s191 s192 s193 s194 s195 s196 s197 s198 s199 s200 s201 s202 s203 s204 s205 s206 s207 s208 s209 s210 s211 s212 s213 s214 s215 s217 s218 s219 s220 s221 s222 s223 s224 s225 s226 s227 s228 s229 s230 s231 s232 s233 s234 s235 s237 s238 s239 s240 s242 s243 s244 s245 s246 s247 s248 s249 s250 s251 s252 s253 s254 s255 s256 s257 s258 s259 s260 s261 s262 s263 s264 s265 s266 s267 s268 s269 s270 s271 s272 s273 s274 s275 s276 s277 s278 s279 s280 s281 s282 s283 s284 s285 s286 s287 s288 s289 s290 s291 s292 s293 s294 s295 s296 s297 s298 s299 s300 s302 s303 s304 s305 s306 s307 s308 s309 s310 s311 s312 s313 s314 s315 s316 s317 s318 s319 s320 s321 s322 s323 s324 s325 s326 s328 s329 s330 s331 s332 s333 s334 s335 s336 s337 s338 s339 s340 s341 s342 s343 s344 s345 s346 s347 s350 s351 s352 s353 s354 s355 s356 s357 s358 s359 s360 s361 s362 s363 s364 s365 s366 s367 s368 s369 s370 s371 s372 s373 s374 s375 s376 s377 s378 s379 s380 s381 s382 s383 s384 s385 s386 s387 s388 s389 s390 s391 s392 s393 s394 s395 s396 s397 s398 s399 s400 s401 s402 s403 s404 s405 s406 s407 s408 s409 s410 s411 s412 s413 s414 s415 s416 s417 s418 s419 s420 s421 s422 s423 s424 s425 s426 s427 s428 s429 s430 s431 s432 s433 s434 s435 s436 s437 s438 s439 s440 s441 s442 s443 s444 s445 s446 s447 s448 s449 s450 s451 s452 s453 s454 s455 s456 s457 s458 s459 s460 s461 s462 s463 s464 s465 s466 s467 s468 s469 s470 s472 s473 s474 s475 s476 s477 s478 s479 s480 s481 s482 s483 s484 s486 s487 s488 s489 s490 s491 s492 s494 s495 s496 s497,cdrh recalls
428,P160019,elecsys hbsag ii/elecsys hbsag confirmatory test/ precicontrol hbsag ii,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","roche diagnostics, inc.9115 hague roadindianapolis, in 46038",p160019,07/01/2016,12/23/2016,lom,16m-4530,01/18/2017,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160019b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014,
429,P910062,visx modelb/model c excimer laser system,excimer laser system,"amo manufacturing usa, llc510 cottonwood drivemilpitas, ca 95035",p910062,10/16/1991,09/29/1995,lzs,96m-0486,12/23/1996,ophthalmic,no,no,,,,s001 s004 s006 s007 s008,
430,P180049,"liaison® xl murex anti-hbe, liaison® xl murex control anti-hbe","test, hepatitis b (b core, be antigen, be antibody, b core igm)","diasorin inc.1951 northwestern avenuestillwater, mn 55082",p180049,12/19/2018,08/29/2020,lom,20m-1822,09/01/2020,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf18/p180049b.pdf,labeling,s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s013,
431,P220032,"polarx/polarx fit cryoablation catheters, smartfreeze cryoablation console, accessories","catheter, percutaneous, cardiac ablation, for treatment of atrial fibrillation","boston scientific corporation4100 hamline avenue northst. paul, mn 55112-5798",p220032,12/20/2022,08/08/2023,oae,23m-3943,09/15/2023,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf22/p220032b.pdf,labeling,s001,
432,P200039,shockwave intravascular lithotripsy (ivl) system with shockwave c2 coronary intravascular lithotripsy (ivl) catheter,shockwave intravascular lithotripsy system,"shockwave medical, inc.5403 betsy ross drivesanta clara, ca 95054",p200039,08/25/2020,02/12/2021,qmg,21m-0202,02/18/2021,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200039b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012,
433,P000054,infuse bone graft,"filler, recombinant human bone morphogenetic protein, collagen scaffold, osteoinduction","medtronic sofamor danek usa, inc.1800 pyramid placememphis, tn 38132",p000054,12/20/2000,04/30/2004,mpw,04m-0249,05/26/2004,orthopedic,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000054b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s013 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s042 s043 s044 s045 s046 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071,
434,P030011,syncardia temporary cardio west total artificial heart (tah-t),artificial heart,"syncardia systems, llc1992 e. silverlake rd.tucson, az 85713",p030011,04/11/2003,10/15/2004,loz,04m-0471,10/27/2004,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030011b.pdf,labeling,s001 s002 s003 s006 s007 s008 s009 s010 s011 s012 s013 s015 s016 s019 s020 s021 s022 s023 s024 s025 s026 s027 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s054 s055 s056 s057 s058 s059 s060 s061 s062 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s076 s077 s078 s079 s080 s082 s084 s085 s086 s087,cdrh recalls
435,P100013,cordis exoseal vascular closure device,"device, hemostasis, vascular","cordis us corporation14201 n.w. 60th avenuemiami lakes, fl 33014",p100013,04/01/2010,05/19/2011,mgb,11m-0430,06/03/2011,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100013b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s013 s014 s015 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026,cdrh recalls
436,P100012,nuvasive pcm cervical disc system,"prosthesis, intervertebral disc","nuvasive, inc.7475 lusk blvdsan diego, ca 92121",p100012,04/01/2010,10/26/2012,mjo,12m-1111,11/08/2012,orthopedic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100012b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008,
437,P850064,model 203 life pulse high frequency ventilator,"ventilator, high frequency","bunnell, inc.436 lawndale dr.salt lake city, ut 84115",p850064,09/04/1985,06/30/1988,lsz,88m-0263,08/10/1988,anesthesiology,no,no,,,,s001 s002 s003 s005 s006 s009 s010 s011 s012 s014 s015 s016 s017 s018 s021 s023 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s049 s050,cdrh recalls
438,P810002,bileaflet-center opening cardiac valve,"heart-valve, mechanical","abbott medical177 county road b. eastst. paul, mn 55117",p810002,01/22/1981,12/17/1982,lwq,83m-0004,03/01/1983,cardiovascular,no,no,,,,s001 s002 s003 s004 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s024 s025 s026 s027 s028 s029 s030 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s103 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s120,
439,P810031,"healon, healon gv, healon5 products sodium hyaluronate ophthalmic viscoelastic devices","aid, surgical, viscoelastic","johnson & johnson surgical vision, inc.31 technology drivesuite 200irvine, ca 92618",p810031,07/07/1981,01/14/1983,lzp,83m-0022,02/08/1983,ophthalmic,no,no,,,,s001 s002 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s017 s018 s019 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074,cdrh recalls
440,P140003,impella 2.5 system,temporary non-roller type left heart support blood pump,"abiomed, inc.22 cherry hill dr.danvers, ma 01923",p140003,03/18/2014,03/23/2015,ozd,25m-1177,04/10/2015,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140003b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s061 s062 s063 s064 s065 s066 s068 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s105 s106 s107 s109 s110 s112 s113,cdrh recalls
441,P200025,clearvisc ophthalmic viscosurgical device (ovd),"aid, surgical, viscoelastic","bausch health400 somerset corporate boulevardbridgewater, nj 08807",p200025,04/20/2020,03/23/2021,lzp,,,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200025b.pdf,labeling,,
442,P140017,"melody transcatheter pulmonary valve (tpv), ensemble transcatheter valve delivery system (ds)",pulmonary valve prosthesis percutaneously delivered,"medtronic inc.8200 coral sea street nemvs83mounds view, mn 55112",p140017,08/21/2014,01/27/2015,npv,15m-0266,01/27/2015,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140017b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s019 s020 s021 s022 s023 s024 s025,
443,P060010,the spanner temporary prostatic stent,"stent, urethral, prostatic, semi-permanent","srs medical76 treble cove road, #3north billerica, ma 01862",p060010,03/14/2006,12/14/2006,nzc,06m-0529,12/26/2006,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf6/p060010b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013,
444,P050046,acuity steerable lead system,drug eluting permanent left ventricular (lv) pacemaker electrode,"guidant corp.4100 hamline avenue northst. paul, mn 55112-5798",p050046,10/14/2005,04/13/2007,ojx,07m-0154,04/19/2007,cardiovascular,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050046b.pdf,labeling,s002 s003 s004 s005 s006 s007 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s028 s029 s030 s031 s032,
445,P170043,istent inject trabecular micro-bypass system (model g2-m-is),intraocular pressure lowering implant,"glaukos corporation229 avenida fabricantesan clemente, ca 92672",p170043,12/21/2017,06/21/2018,ogo,18m-2460,07/09/2018,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf17/p170043b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s013 s014 s016 s017,
446,P110038,relay thoracic stent-graft with plus delivery system,"system, endovascular graft, aortic aneurysm treatment","bolton medical, inc.799 international parkwaysunrise, fl 33325",p110038,11/04/2011,09/21/2012,mih,12m-1012,10/02/2012,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110038b.pdf,labeling,s001 s002 s004 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s020 s021 s022 s023 s024 s025 s026 s027 s029,
447,P080028,storz medical duolith sd1 shock wave therapy,"generator, shock-wave, for pain relief",storz medical aglohstampfestrasse 8tagerwilen ch-82-8274,p080028,11/26/2008,01/08/2016,nbn,16m-0122,01/11/2016,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf8/p080028b.pdf,labelinglabeling part 2,s001,
448,P140029,"restylane refyne, restylane defyne","implant, dermal, for aesthetic use",q-med abseminariegatan 21uppsala s-752-7522,p140029,12/11/2014,12/09/2016,lmh,16m-4344,12/14/2016,general & plastic surgery,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140029b.pdf,labelinglabeling part 2,s001 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s040 s042 s043 s044 s045 s046 s047 s048 s049,
449,P910007,axsym total psa & architect total psa,"total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer","abbott laboratories100 abbott park rd.abbott park, il 60064-3500",p910007,03/01/1991,09/25/1991,mtf,91m-0411,11/12/1991,immunology,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063,
