query_id,product_code,device_class,medical_specialty,third_party_review,gmp_exempt_flag,implant_flag,life_sustain_flag,target_area,technical_method,physical_state,definition
K190896,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K202990,llz,2,RA,Y,N,N,N,,,,
K220766,dqd,2,CV,Y,N,N,N,,,,
K201992,qju,2,RA,N,N,N,N,Human body,The device's algorithm would be based on the analysis of images and/or diagnostic data.  The underlying algorithms used for providing guidance to the users may be based on deep learning methods  trained on images obtained by trained operators.,The subject software would utilize images acquired using an imaging system.  The software can be installed on an existing imaging system  or can be operated on a computer that is connected to the imaging system.,A radiological acquisition and/or optimization guidance system is a device that is intended to aid in the acquisition and/or optimization of images and/or diagnostic signals. The device interfaces with the acquisition system  analyzes its output  and provides guidance and/or feedback to the operator for improving image and/or signal quality.
K211179,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K210822,dqk,2,CV,Y,N,N,N,,,,
K213665,llz,2,RA,Y,N,N,N,,,,
K223724,muj,2,RA,N,N,N,N,,,,
K211828,jak,2,RA,Y,N,N,N,,,,
K200356,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K230365,iyn,2,RA,Y,N,N,N,,,,
K192437,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K222329,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K182218,pcs,2,RA,N,N,N,N,liver,Uses MRI data combined with an empirically-derived calibration curve to determine liver iron concentration (LIC).,Postprocessing  software for the measurement of  liver iron concentration (LIC) from magnetic resonance imaging (MRI) data.,Intended for diagnostic use to present images that reflect the magnetic resonance spectra for the determination of iron in the liver for any indication where an assessment of liver iron concentration is needed.  For non-transfusion-dependent thalassemia (NTDT) patients  is intended as an aid in the assessment of NTDT patients for whom deferasirox therapy is being considered and for monitoring of NTDT patients receiving deferasirox therapy.
K211655,llz,2,RA,Y,N,N,N,,,,
K212758,llz,2,RA,Y,N,N,N,,,,
K180902,cck,2,AN,Y,N,N,N,,,,
K201298,dqk,2,CV,Y,N,N,N,,,,
K182875,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K191556,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K201075,foz,2,HO,Y,N,N,N,,,,
K220882,iyn,2,RA,Y,N,N,N,,,,
K231038,qnl,2,CV,N,N,N,N,Human body,The device combines patient data collected from patient monitors and/or electronic health records to produce a single value that estimates the likelihood of a future adverse cardiovascular event or condition.,The device consists of software for use on a computing device. It collects data from first- or third-party sensors attached to the patient.,The adjunctive predictive cardiovascular indicator is a prescription device that uses software algorithms to analyze cardiovascular vital signs and predict future cardiovascular status or events within a defined medium-term period. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.
K191009,hrs,2,OR,N,N,Y,N,,,,
K232192,onf,2,SU,Y,N,N,N,The device generally targets skin (including dermis  epidermis) and underlying soft tissue or soft tissue in general.,This is a light based Non-Laser device that provides thermal effect including broad spectrum source devices such as Intense Pulse Light (IPL) that uses light energy to cut  destroy  remove or coagulate tissue  generally soft tissue. The classification regulation 21 CFR 878.4810  describes a device that is carbon dioxide or argon laser intended to cut  destroy  remove or coagulate tissue by the light.,The device comes in a wide verity of shapes and sizes. It could be hand held and with weight less than one pound or it could be heavy with weight more than fifty pounds. It generally has a base station with attachments such as different hand piece(s) and touch tone/display screen or other mechanical buttons for user interactions.,A light based non-laser device that provides thermal effect including broad spectrum source devices such as intense pulse light (ipl). Typically  indicated to be used in medical specialties of general and plastic surgery and of dermatology/aesthetic.  Indication for use can be general and/or specific.The classification regulation 21 cfr 878.4810  describes a device that is carbon dioxide or argon laser intended to cut  destroy  or remove tissue by the light.
K181996,mnr,2,AN,Y,N,N,N,,,,
K201369,llz,2,RA,Y,N,N,N,,,,
K220939,lnh,2,RA,Y,N,N,N,,,,
K181720,dqk,2,CV,Y,N,N,N,,,,
K200323,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K181685,iyn,2,RA,Y,N,N,N,,,,
K201140,oas,2,RA,N,N,N,N,Mouth and associated stuctures,Uses x-ray scanning to produce computed tomographic images,X-ray machine,Produce cross-sectional diagnostic x-ray images of the intra-oral tissue and teeth.
K200873,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K230497,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K193267,jak,2,RA,Y,N,N,N,,,,
K222275,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K230084,iyn,2,RA,Y,N,N,N,,,,
K221255,ebf,2,DE,Y,N,N,N,,,,
K231281,jak,2,RA,Y,N,N,N,,,,
K203314,kps,2,RA,Y,N,N,N,,,,
K222428,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K220598,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K210747,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K222268,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K223501,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K182789,dzj,2,DE,Y,N,N,N,,,,
K203258,oeb,2,RA,N,N,N,N,Lung,Detection algorithm searches for and identifies potential nodules on images of the chest acquired using multi-slice computed tomography (msct).,Software device.,To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis  lung computed tomography system is a class 3 device under product code NRR.
K203578,nqq,2,RA,Y,N,N,N,,,,This device uses back-reflected light to create two-dimensional images versus back-reflected sound waves as are used in ultrasound imaging.
K220497,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K230197,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K231767,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K200760,pok,2,RA,N,N,N,N,Lesions,The device characterizes lesions based on features or information extracted from the images and provides information about the lesion(s) to the user.,Software,Assist users in characterizing lesions identified on acquired medical images
K222179,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K221183,pib,2,OP,N,N,N,N,Fundus images of the macula and optic nerve of the eye.,Software as a medical device designed to analyze digital fundus images taken with an ophthalmic camera. Using artificial intelligence algorithms  the device is able to determine whether a patient has referable retinopathy.,Installed on  and operated by  an off-the-shelf hardware system with an appropriate OS.,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
K230136,mwp,2,RA,Y,N,N,N,,,,
K200714,llz,2,RA,Y,N,N,N,,,,
K212261,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K181716,lhq,1,OB,N,N,N,N,,,,
K212005,llz,2,RA,Y,N,N,N,,,,
K202718,llz,2,RA,Y,N,N,N,,,,
K222274,ehd,2,DE,Y,N,N,N,,,,
K193417,qbs,2,RA,N,N,N,N,Radiological images of anatomical sites that main contain fracture.,Analyzes radiological images using machine learning algorithms to detect and diagnose fracture.,Software device that receives radiological images as an input and provides a concurrent read for presence or absence of fracture (detection and diagnosis) as an output,A radiological computer assisted detection and diagnostic software for suspected fracture is an image processing device intended to aid in the detection  localization  and/or characterization of fracture on acquired medical images (e.g. radiography  MR  CT). The device detects  identifies and/or characterizes fracture based on features or information extracted from images  and may provide information about the presence  location  and/or characteristics of the fracture to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K220446,iyn,2,RA,Y,N,N,N,,,,
K211222,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K203042,jak,2,RA,Y,N,N,N,,,,
K211733,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K211218,frn,2,HO,N,N,N,N,,,,
K201860,nha,2,DE,N,N,Y,N,,,,To be used in conjunction with an endosseous dental implant fixture to aid in prosthetic rehabilitation.
K181572,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K231928,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K182336,kps,2,RA,Y,N,N,N,,,,
K213504,jak,2,RA,Y,N,N,N,,,,
K220929,nfj,2,RA,Y,N,N,N,,,,
K183460,llz,2,RA,Y,N,N,N,,,,
K213155,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K222036,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K201103,llz,2,RA,Y,N,N,N,,,,
K222540,ouo,2,RA,N,N,N,N,whole body,MRI creates images based on the spatial distribution of hydrogen nuclei; PET creates images based on the biodistribution of a radiopharmaceutical.  Radiation from the MRI is non-ionizing radiofrequency radiation; radiation from the PET radiopharmaceutical is ionizing.,The combined imager includes hardware and software for acquisition and reconstruction of both PET and MR images.  Software for image fusion/registration is also included,Imager that generates both both magnetic resonance (mr)  and positron emission tomography (pet) images and provides registration and fusion of these images.  Pet and mr images can be acquired either simultaneously or sequentially.  Anatomical mr images are used for pet attenuation correction.
K221011,qai,2,SU,N,N,N,N,Skin  face  and body.,The skin is mechanically punctured to the point of pinpoint bleeding to create injuries in the skin.,Powered microneedle pen with single use needle cartridge and multi-use motorized base.,A powered microneedle device is a device using one or more needles to mechanically puncture and injure skin tissue for aesthetic use.
K220408,qkb,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images typically impact device performance. Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices  the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code.
K182034,llz,2,RA,Y,N,N,N,,,,
K220499,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K221962,mxd,2,CV,N,N,Y,N,,,,
K210561,qcc,2,CH,N,N,N,N,Diabetes,Software algorithm,The device is software with a graphical user interface.,An insulin pump therapy adjustment calculator for healthcare professionals is intended to recommend insulin pump therapy parameter adjustments (e.g.  basal rate  insulin to carbohydrate ratios  insulin sensitivity factors) based on data from external devices  including continuous glucose monitors.
K193298,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K192287,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K210719,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K222272,geh,2,SU,Y,N,N,N,,,,
K201555,pok,2,RA,N,N,N,N,Lesions,The device characterizes lesions based on features or information extracted from the images and provides information about the lesion(s) to the user.,Software,Assist users in characterizing lesions identified on acquired medical images
K230899,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K202094,dqk,2,CV,Y,N,N,N,,,,
K230553,mxd,2,CV,N,N,Y,N,,,,
K211611,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
K223322,llz,2,RA,Y,N,N,N,,,,
K203699,jak,2,RA,Y,N,N,N,,,,
K193351,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K220619,iyn,2,RA,Y,N,N,N,,,,
K181704,qdq,2,RA,N,N,N,N,Anatomical sites that may contain lesions suspicious for cancer.,Analyzes radiological images using machine learning algorithms to detect and diagnose lesions suspicious for cancer.,Software device that receives radiological images as an input and provides the user with the identification and characterization of suspicious lesions as an output.,A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection  localization  and characterization of lesions suspicious for cancer on acquired medical images (e.g.  mammography   MR  CT  ultrasound  radiography). The device detects  identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images  and may provide information about the presence  location  and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user.
K212519,myn,2,RA,N,N,N,N,,,,For information on the MYN device  please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers
K203448,jak,2,RA,Y,N,N,N,,,,
K220624,llz,2,RA,Y,N,N,N,,,,
K193658,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K212690,qih,2,RA,N,N,N,N,Human-derived imaging products,Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.,Software application and/or firmware  system components and accessories,To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices  the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code.
